business_id	name	stars	review_count
QaeDEK3VA8Jr2WbvtcpEnA	Las Vegas Metropolitan Police Department	3.0	40
U4owMppiAVOMAAhGys8pfQ	U-Swirl	3.0	29
D-RQsQjEVI_w-KC7iDJd5Q	Cuisine Malaya	4.0	160
AbHdwEfXJWqGHqabTb5S5A	TruVape	5.0	252
grZ6FnfZoj1pQWElAQve3g	Wendy's	2.0	22
bVXGCxKYvylArU9JkPkkRQ	Starbucks	2.0	108
UZ34XAw1GJ3chCOuKL69Mg	Garcia's	3.0	119
t7AaZVZdUNZC1xHx37Nr5g	Liquor World	4.0	60
oUX2bYbqjqST-urKbOHG6w	Loftti Cafe	4.5	284
yG2PdMFn6y3QDw4Uq4b5lg	Dazzling Cafe	3.0	78
C72oYowwfN5dHnzfa_NlDg	The Joint Chiropractic	3.5	23
FiW6w5nmhlUoJAyNofb4jg	Fruits and Roots	4.5	106
K4rLi2Mqz931v07nMSih5w	Chipotle Mexican Grill	1.5	28
AsgwKCJqyBqdiHdEBqeq3w	Singapore Sam's	3.5	37
VXeMbfu9DsM1B3oBs2rEMA	Margaret T Hance Park	4.0	26
OZOasTrffkK0ZbF3j45yvw	Subaru Superstore of Surprise	4.0	41
1uj0bdXWLIYTnFrpYdHGPw	Joe's Auto	3.0	47
37kk0IW6jL7ZlxZF6k2QBg	Edulis	4.0	115
HccqNuvwDCrnAAM5e5lQ_w	Dunkin'	2.5	76
pZnHE9LS8OBWenUrGOLgDA	Eden Nails & Spa	4.0	213
SYhxIOOifisIskCRROrChw	AZ Air Time	3.5	101
JTXqPkssRG-3rlrh_uMcYQ	Izumi Japanese Restaurant	3.5	56
Rtaca3VZIioxy6N006NKaQ	Sonic Drive-In	1.5	50
6FJPYM_xtgmcNYY1jcK4sw	Nails and Spa by Cindy	4.0	20
oifLVUuyXskqc5eUD3rr3A	The Refuge Climbing and Fitness	4.0	38
eCJDiRPoSuA0bsb7F1gNUA	Asian Cafe	4.0	49
7YALiTzvMYnz4hPx4XJR_Q	Brakes Plus - Phoenix Ahwatukee Hills	3.0	40
UITPqkoDytnHT4kxaAyDeA	Hibachi Express	3.0	23
ZsKWULhwwB61RHzCrb1i9A	Blue Burrito Grille	2.5	31
LZWXP-D4YPlzsFjVx6b9XA	Spice South	3.5	20
5I8VE_KBcDhh6uzdt5hwTg	Cake Azure	4.5	34
eKbN4KVQYgGt3flbYqfXzw	Café dei Campi	5.0	24
1YC7AbQMlNb5mLUlwwaa3w	Bites and Brews	3.5	85
1BQzXcXFxR6MlVIYmG93kw	Zandru's	3.5	22
aQMu4VRwrCsmISm9kTl1FA	Mercedes-Benz of Chandler	4.0	191
zrnP9HqoF-RI9jqoW8pytA	Mlle Catherine	4.5	54
Bpxn873ETe7pNNO82boItQ	Kaden's Nails	4.5	57
NFm869_w6cvVaWaNpAzjeA	Soul Gastrolounge	4.0	1077
abHto27p91AkV5ngXq_hGw	The Pond	4.0	33
lpQziF9QCVZQRkxac1xzcw	Bonus Round	4.0	123
YISw5PbRXitMdYA797uQag	Scarborough Bluffs	4.5	50
VUADGMPLJoWqhHb1G4LIcA	Veghed	5.0	71
zFGqtqlZXQYYhBozM_ZpOw	TruFusion	4.5	291
PJ4eIqktcOD8W-uFBnPv-g	Heartwood Coffee Roasters	4.5	54
mUAfogNjww7y01-NfBToIw	Posh Hair and Spa	4.5	46
JQWIZ8MT-VGZzO5W5XCB5Q	88 China Bistro	3.5	98
LRRhbtaohbXGMdaJ1yZjbQ	Kinoya Sushi Bar	4.0	38
4GNI7HWuzQkkPmPsgHxOtw	Flancer's	4.0	203
owV0aSgh4t_9aG56iPxGEw	Panda Express	2.5	57
ruSF2hHpQX5Ea9qW0Gyv2A	Lodi Garage Doors & More	2.5	61
jBxrK5sbvH_gbMwJO63loA	Zero Degrees	3.0	278
t7Kb_ohebL1kzGuKq5ob3w	Thai Massage Pro	4.5	33
J7fekWie4ZwR03AZVBisFw	Cafe South	4.0	228
s_466owgNXqmQRuSluHHEQ	W Scottsdale	3.0	441
c1JoHp602zilpDU_57DsMg	Starbucks	2.0	57
oYCx5gO4KkkgYPnglSkk5g	PROP	3.0	20
rlXgCJVxf5wP4sPhxH_2XQ	Gib's Bar	4.0	92
Hgy5MrIKrwRJDXnwKaCpbA	Garcia's	3.0	139
R32Yh0XxxanldkIp11fuRg	BoBo's BBQ	3.5	45
04hacnUYlCiUprno4UuPtw	Chandler Inn	1.5	26
MlUS2LiVNaJBLdK5U565Kw	Five Star Moving	4.5	210
vPWvyl9gxmuOIXDBL6lSpw	She by Morton's	3.5	75
Iq1P8S3--gqd50xoQJxpqA	Blended	4.5	65
tpB9UQNi4xaec7jdZqh9cg	Wolfman Pizza	4.0	21
5gl2GLgimBz1-Q-uXji_Rw	Milano's Pizza & Pasta	3.5	91
5wWlM1ZxY7N9kuAlWUVVOQ	Duck Island Club	4.0	24
UYig-qxG9zpzuMKns-1tDg	Pure Spa & Nails	3.5	41
5JW08_RL9K60Ubo8-8lyVg	Skippa	4.0	71
crBw_Hq3gCkppirgjnIl4A	Famous Yeti's Pizza	4.5	60
ipY-9VZxx9pB7Jy4wMsUPw	Motel 6	1.5	35
wRFVfqbMZYsApIIiKn7DcQ	Pancho's Mexican Buffet	3.0	20
xPuId11JJs0uy-QuPfifOw	Grill 55	3.0	58
izw7OBVSeNmlVhjly1amQg	Wyndham Vacation Ownership	1.5	154
Ra5fI9BEAuWWaLJSfkiCiQ	White Oaks	3.5	143
3wOoX-Bc9NLfe5rLfL3ARQ	Party City	2.0	20
zy_NHTqtfSrfTGGPoqy4Mw	Chopin Restaurant	3.0	24
Nxg73OigmRQQq0d1pKtkUQ	Xe Lua Restaurant	3.0	177
CvOxwAhmwwy3sQRKYVAjGg	Bombay Buffet Indian Cuisine	2.5	22
bV_xC1dzOhN_y4YEd4h02g	MountainSide	3.0	76
tN8UltYOJDKGlYO-T6XY2g	Gelato Simply Italian	3.5	68
wiPtQK7_QAkUUMQtyiaUNg	Mimi's Cafe	2.5	88
xrMt_5f1h1OVMym-iPrMqw	Chocolats Favoris	4.0	45
q72Z67w9bRSPA5iRLN2zuA	Steinberg Diagnostic Medical Imaging	3.0	96
vsGoYMRvBYss3x9fn-jDzQ	Hef's Bar & Grill	3.0	115
qC9ivAdl47BcZdlbW7ffLg	18 Asian and Sushi Bar	3.0	140
QWsykEGl2ZxZDTKhN5RYGQ	Sergio's Landscaping & Lawn Service	4.5	20
Oyez2_wkRaPn_DCmNICAmg	Pita Delites	4.0	24
tY4OVzzaiRdo4sObLWhZSg	GC Glass	4.0	27
Pg8JAVde0AndONolboDgQA	John Jay Automotive	5.0	50
TP6hgLCNGkqjFne9nCfaiA	Fred's at Barneys New York	4.0	25
YOD9dXrnpu8HTRILpF0onw	Times Square Neighborhood Italian Restaurant	4.0	297
l-4l9wEvGgpBXiGoVP15GA	Triplumb Plumbing	5.0	26
M8Pl5qAmmrODfHeX6GOjsw	Izakaya Ju	3.5	180
7jEs2CVAKu6AhTGi0DvCLA	Cloud Care Clinics	3.5	40
-QC71Wuh0TyJI0RAZ3d0Iw	Chipotle Mexican Grill	2.5	29
gthAHsdFsAprvKEwVLDzHA	Club Lash	1.0	21
GheMvm_dgcBTULpwzNuyBg	Bairrada Churrasqueira Grill	3.0	51
ErxACeMyF4hSQyGhpEt4Tw	Peppermint Thai Cuisine	4.0	217
SqoscicPMzL5mJC5JNaD0w	Chaz & Odette	3.5	49
twaYBOGSIeOvJdx8EFBKeg	Sunshine Spot Restaurant	3.0	56
LOiEPisiSP4Ljcjcg_bW6A	Gary the Handyman Guy	4.5	21
WUmosjOxt_8nWByHgm8Kkg	Chipotle Mexican Grill	3.5	99
AXhTU2DzkI0xhHwqSmqY8A	PODS	1.5	61
uSxWwjS7wbK2XeVwlgSqdw	Combat Zone Paintball	4.5	156
tZEW8ESjrVmNGXvPnrR97w	Hot Feel	3.5	50
2hEgXCEkljp3Ini17CHGxw	Red Hot Robot	4.5	43
gsftQKOI-Kj2buIUI-YV5Q	Mirage Nails & Spa	3.5	128
t7g-VMFt0zT4laAt-2p6RA	Whiskey Down	3.5	142
YJTUX6Ekhme7bQUDG86ZYg	Asian Buffet	2.5	36
JrEEn-KvqX_B2KM3FF1FDg	N Stuff Music	4.5	24
XSY26vVt9qvLh3SAECPzkg	The Melting Pot	4.5	107
vadTcg3fvqiXj0Bh9Lv3zg	Above All Las Vegas ATV Tours & Watercraft Rentals	4.5	40
CdpBVSkL2Pljj-yP0ihb_w	Thai Orchid Garden Restaurant	4.0	220
q3YnYPjLuBGRDi_59yTC5g	Sidestreet Pho and Grill	4.0	707
89XlgdQKI4A29MV1-YQBPw	Paseo Vista Park	4.5	29
sAEFh7e7fY-W2gMWSbIAWQ	MAD Greens - Scottsdale	4.0	195
7LzhLKAwS7PHUvaPIW833A	Dominic's Santos	3.5	40
_8I19IRzDXmMSRES9cEGlw	Little Caesars Pizza	1.5	27
i3o52-kSqR3s_HmJn02WHw	iFixAZ	4.5	76
QLYGUCpHBHfc6T6UC1LdmA	Pizza Bella	4.0	20
mBzL2_AKRD5TFQwMA6Itdg	Lone Spur Cafe	3.5	242
HRUG3JKLcDZndlHt4M8JRg	Camden South End Apartments	3.0	36
ol-aOSZbIh46Uy3tKjciaA	Mad Hatter Pub	4.0	81
8XVAcOZ02IGTQE-pvKhXXw	Plentea	4.5	87
-iPc_YSSqvM1CpZxxeUTXw	Jason's Deli	3.5	142
oS_EHNKBTCSB9xh66CjDUQ	Unexpected	4.5	35
p7POIbP8XAGkaYa0W9SyOw	Just Braise Sandwiches	4.5	57
yo1G0hD855DYmU-YVlIKcw	Arizona Distilling	4.5	72
raepeYYxz534s7F0JhqKew	Olivia Newton-John: Summer Nights	4.5	23
U4XMUPX3qbkBm2wCmH-gcw	Liz Nails	3.5	22
ijNQXC2cBhbkf6iB6D8OJw	Genoa Pizza & Bar	3.0	68
meyN3TrjAf9BIH8oZRufzw	The Winkin' Owl	2.0	22
dUxjXr192ci5pjlSKxflxA	The Stetson - A Cottonwood Community	3.0	26
RqwuaHAybTqbkmGe1RZLXQ	Embassy Suites by Hilton Cleveland Beachwood	3.0	71
5Yc1owD5Unq7Ko8H-ZAdYg	Zombie Burlesque	4.5	482
T3evlvhYEC4CkQz55iry_g	National Comedy Theatre	4.0	61
K5Q2vkF5UpytV9Q1rB-5Yg	Akira Back	4.0	124
oaqbLDW3wNqkynlnp4mvlw	Lupo by Wolfgang Puck	3.5	653
wNgzPOtnHE1prmh3bzWR1g	Golden Coast II	3.0	32
FJERmXFpxuvpVGpaYDun2Q	Nothing But Water Heaters	5.0	44
bsjBLLHR4TMVR5eAeLAI9w	China Town Kim Fung	3.5	228
8Ivagy4hMgx7hHdY_QJ_hA	Moore Chrysler Jeep	3.0	277
ITc7sL3YYxHoQYoPNNH_GA	Piccolo Pizza N Ice	4.5	44
-nwcts8yj4ZbTq3fc4J0OQ	Mg Patisserie and Cafe	4.5	47
nvh-zGYHKwIUiPTgwhIScA	Taco Bell	3.0	35
Wsb_rH2xNmMOdmzyb7eB7w	Crazy Jim's	3.5	97
Ihz6oArpfWYP6FyycbOQqA	Sonora Quest Laboratories	2.5	35
pv4jrOOJh99Om_L76SepVg	Target	4.0	37
wERcL1KznuTgfltSKQt_jg	Zipps Sports Grill	2.5	287
-h0o-BilkKaCa7HX9BOwkw	The Shoe Box	4.0	58
G79PyDm3hVivIX69Q2mXIQ	Michael's Genuine Food & Drink	3.5	59
DIVnUtu8m-rkbTOWG4kiHw	iPowerWeb	1.0	23
3nzK3K-Dfo1L6mpB8FTKkw	Pei Wei Asian Diner	2.5	128
7-OCdlOQQCHAqYDI_elK6Q	Doughboys Pizza	3.5	33
__3qOwWFBUE8mdOToI7YrQ	Custom Kings	2.0	44
EYOPM91BM039rYuAjgZbkg	Evil Dead the Musical 4D	3.5	205
MM572Htt9k_e96IKNyCEtA	stonegrill	3.5	89
G1lB2bUf1MT1FZT8TBy62g	Rubalcabas Taco Shop	4.0	60
nUxFpHdZ1TgHEuxSWkQ-OQ	Rodi	3.5	32
7HbKKqXtZUjf6uVSHZ8wyw	Let's Meat Kbbq	4.5	354
owt49CrXMxyLNB_K8OY4-Q	C & Dubbs Hamburgers	3.5	74
Vd9XJZ6A9PXS8S8hDPByHQ	Peter Piper Pizza	3.0	29
T0NKethAB-FFR05EeZCzuA	Burger King	1.5	127
CE_j157x1tDRxMwnM_7qlg	One Stop Nutrition	3.5	37
ULl0tYsqcHe3S-TqKD3mjw	The Bloordale Pantry	3.5	30
_7M4uJJGP794V_zupZu5hg	TAM of Nevada	4.5	22
g2Y2lnMmnOouvivEie9myw	Church's Chicken	2.0	42
RDw-K8fjs5Mporlq2KqTUg	Starbucks	2.5	161
Fe7BcdqP3TdAFkEdZSD1DA	Chez Ma Tante	4.0	27
JO4sPU5rd1Fa-B0aaycUXg	Swedish Auto Werks	4.5	26
zunMkZ4U2eVojempQtLngg	The Australian AZ	3.0	26
Vu8Z-zbNT_InsKm4IrdeCg	Smashburger	3.5	121
sphMzEIqY1I2Dzv3zLZY2g	Global Restaurant	4.0	168
HtIDJhLEUUmIyOGsBEs1Rg	Bing's Burgers	4.0	51
QZ-BhQotj-mSpTyse35udA	Dunkin'	2.5	61
6pGzbQQwGdqKbXGdaTNy5A	Carl's Jr of Las Vegas	2.5	28
DEtOIjhV0MWZ8fD8-YZCww	Whole Grain Natural Bread	4.0	39
vryeyCw8UnwB-cX8FPnEZg	Henderson Hyundai Superstore	3.0	266
2WVgwLC044OlHfPD7PvBZg	Camelback Collision	3.0	61
crOZthKtsABnH_nvy0w6YA	Irie Vibes Caribbean Restaurant & Catering	4.0	31
BjBNZvTp4cKzUQIP4xONng	Action Comics & Sports	4.5	31
EMmCHg3Fgk9jZrHVB8OJXw	Davis Bakery & Delicatessen	4.0	59
eOZiSu4_EuGf3Tha_lmUwQ	Riverstone Taverne	3.5	36
wH7XCCTMabw07az2ufRBHA	Five Star Real Estate & Property Management	4.5	31
aSn4fgpq-3FDfvVG2bjv3A	KFC	2.0	44
-lBIxCbHxuN3YO_sUkWeUQ	Emergency Family Movers	2.5	28
S9RoY_Smsh0a2JPo90bkdg	US Egg Restaurant	4.0	164
tVyLQzyhhinKcGzlZIFZjQ	Oregano's Pizza Bistro	4.0	369
7M3nL-1LlDVcZBrw5cmi7A	Smart Gym	3.0	97
KOoAdq_lPyXLdv1GTcO-MA	Sheraton Charlotte Hotel	2.5	118
_MA98TVmvVIy-XdI0poc7w	Mom's Korean Food	3.0	88
q0fX5CAXSURUOM_YDjHP3Q	AZ Pops	4.5	80
iiOpaR1Am7svS0SF_eBoOQ	Mama's Pizza & Pasta	4.0	69
h-TwctLf6mC4nEf88mebww	Starbucks	2.5	24
Vrx9GRXkG3u95E07QBwj-Q	Wing Eaters	4.0	22
KqrVANPs9u-ljvt8JYNdjg	Kidney Puncher	3.5	25
51dPP8pXmlqRwID41MNA6A	C & R Tires	4.5	76
p-J9iJgeHmPGk2jFAM0WnA	Red Chillez	4.0	22
nY2oBwH3s5sKox1mERIoVQ	Epicure Cafe & Grill	3.5	85
KRSDpiJ-OC3Qa8Tnq5CvuA	Abstract A Hair Salon	4.5	24
xt8fR5wBoYwd0fKrVdjntw	Fear's Confections	4.5	77
JGbQOdAAqxEKlyJy07omuw	Civic Market	4.5	39
n6j1NCrRvnR_mphfifgL9A	CrossFit Veni Vidi Vici	5.0	36
kUntNQ5P9IrRzEoHdRxV-w	Mark Rich's New York Pizza & Pasta	3.0	103
EywcQ8sG60D2Jmh9xn7ANA	Salon 3121	2.5	26
cDGQTzzc8qldXWs1BifGIg	Supercuts	3.0	27
9eK8T1EUoCuzjsrtNa522A	Holiday Inn Phoenix - Chandler	3.5	39
kUPlKgW6OLRw8_rrYtBV3A	Seaboard Brewing, Tap Room & Wine Bar	4.5	90
FHCNPBORRJ6gvNf3xBtnBA	Firehouse Subs	3.0	25
G9Kz12GQ9M66PFLBIoHDcg	Metro Car Wash	2.0	39
t4mKn6nx7rdzLtlKb4EMXg	Sushi Eye in Motion	3.5	97
Q2Gd5Dmqtii59EheSjsA-Q	Natalie's Nail Salon	3.0	58
du9_QFb75sxzKnLLQwSkMw	Five Guys	3.5	182
SUaEbsKFSo33idJzQ9Dfjw	Lake Norman Cottage	4.0	30
T8jY7FB0JEK62CwOeXBa9w	The Arts Factory	4.0	54
Yq0LCrGLjJtKcwBu1Nta6w	Sidelines Beer House	3.0	70
ke6AaINpIFkhCiG0q4lprA	Uber	3.0	24
IBNWrN1k9E0E_bMcRD-GwA	Chef Ching's Kitchen	4.5	85
bGdsMEAf6cijRl-trr1iCg	The Skin Center Medical Spa	4.5	49
TcTqwLLEuIT2oGbEeGMDJg	Precision Window Tint	5.0	352
pUUb-AOxcwHJutHnsHwPsg	Juice Core	4.5	79
NtfAbj7MSj5IOhAsGM0-5w	Einstein Bros Bagels	2.5	95
EijCyFJYqszy04Wgbk0Nfw	McClure Collision Center	5.0	27
p8HvhJZ-_EHhmUVmZN15gg	Café Zupas	3.5	449
bsh9cybt86WpquD9UkG7yQ	Atlas Cinemas Eastgate 10	3.5	24
BB3CVWCt86mnC1VZEi22nA	TONI&GUY Hair Salon	4.0	98
J2WGpC43MJDKxPRAcWx-tA	Arizona State University Tempe Campus	3.0	115
pELYR3hDc20IwzzR-ZTcTA	Skydive Las Vegas	4.5	166
37XExTruLjOLqnTERYy8aw	Tin Tin Box & Noodles	4.0	64
l55sT0e07pWqZDxgTShJ9g	24 Hour Smoke Shop & Gold Rush	4.0	46
VbeBUCFZ2Amnf9E1A0BvGg	James D Loo, MD	4.0	20
1IGO-qzN9nBRtN3JNZFy_A	JC Printing	4.5	24
91sdZ0d-5RMXNcBYB3uU0g	Papa Giuseppe's	4.0	94
Z9XF1y4VNFkRlGSlnoy0Zw	T-Mobile	3.5	73
I_Rz7-lOnwrQ5o0fBH4KLw	Bella Rouge	4.0	20
_awu1HfNZWgBo6z9RU2CLA	Cleveland Clinic - Main Campus	3.0	124
WO2nNar_wIQ3fIAfF3MM1Q	Exile on Main Street	4.0	24
FqGu8_UGvRj4pN9siqlP5A	Eyebrows R Us	3.5	23
xzR3J-4vpt6K4ZHr8nQLCA	Archie's	3.5	57
RE4qn28MEiDrM1PbdYVgxA	Lena's Roti & Doubles	4.0	20
TspQ9jCczz436RiJHJQYZw	Fresh Kabob	3.5	288
6z8niWBqVsjyenVG5_LtDw	The Opera House	3.5	41
ScGf3uUlHqlXpyOZ2DXTFw	Pinkberry	3.0	21
TCEOq0IoCW76Z7J9jwED9g	Desert Carpet Cleaning	1.5	133
E2m3W6dzu_SLBK1hrEJFTA	Ice Cream Pop N Roll	4.0	48
Cy46zHlSVkCGZRpaHwlkVA	Alibaba Hookah Lounge	3.5	26
6zry3kyGHiplbQ4rdqxbaQ	Turtlehead Peak	4.5	52
aEswvENK_RJnPbcJPSvAjA	Rum Runner Lounge	4.0	123
fTWNUK7Gp0PP7fNRjMFoeg	Old World Brewery	4.0	50
IN8BHY7zkhjUxUh4qnbrHg	Camarra's Pizzeria & Restaurant	3.0	22
CU5SV7-E7vlVBixX03xmZQ	Cocoa Locale	4.5	32
OAUOUZB8xAbJlhnLJhlGYg	Horne Kia	3.0	173
FFGoEGNDGdYc9ZHqfkcB3Q	Yogurtology	4.0	108
CoJR_Lz1MrvOMoBn8bgDIw	Lingerie Superstore	4.0	22
I6Xa5eF9Jv9VM6ms_dkY8A	Ilios Noche	4.0	272
b1m_PK-ggGR3CmBjdIyqkQ	Wrights at The Arizona Biltmore	4.0	139
8FnNQMUfpTygVbTDS4uD0A	Super Nails & Spa	4.0	50
plxpL-sVSyU8isXQPe-osQ	Lloydie's	4.0	42
85Vov9WrC1yNkMeurAoRgQ	Caribou Coffee	2.5	22
_PKXarw3GjlbwbXhjdpUMA	Tangra Villa Hakka Chinese Cuisine	3.5	29
Nm7PYL_8D7EZ7xstI3PI1A	Charlie Frias Park	4.0	89
j8LuXVPbusvjbmRL5A8hCg	Centra	4.0	33
uNJfcua4yVuU_EBWED3Mkw	Joe's No Frills	3.0	36
TSReAmFxNVCZggcx49Gf3A	Rally's	2.5	91
qUkd14n2uMXEboKOwYw8uQ	Swiss Chalet Rotisserie & Grill	1.5	27
GLp2UMunE4rF5gGYMpo4kQ	Fitness Works	2.5	32
KJ6DuC0Jve9hAtzM2SGNOQ	Viva El Taco	3.5	37
COnqdubhr87gCDJjPGwT6A	Freska Mediterranean Grill	4.0	106
quQhk23brqfQr-8FqeDNKg	AT&T Store	2.5	38
KVGgdv6bZ1GCNIZOY0SPag	Candlewood Suites Phoenix/Tempe	4.0	31
AWcZ_ESWUyZor_NumUdKLA	Guerlain	4.0	21
jsGQXcPfsE1ZHAO4wTUMxQ	La Maison Grecque	4.0	22
PrFfdw7WuGAnrkyAIzX65g	Subway Restaurants	3.0	52
36pB0QVVNZuOLV_UxosbAQ	Marmite Su'l Feu	4.5	21
VRiol0eeDqe8_EeUytECqw	The Food And Art Café	4.5	36
eWVgtAQ3Z-bFRBat8nICLg	The Patio At Las Sendas Golf Club	3.5	61
sHobmDWiTSsRvcE7H4KkgA	Wild Burger	3.5	31
niqIaJy9UXu-DS7BIUvUoA	Pizza Divino	3.5	115
MNaPOkqm2vKeNG8EqkZWCg	Chicago Joe's	3.5	478
Wzc9rUMBbEZfcWw-zLBkOw	Cherry Lash	4.5	232
62HlThvB9Rm2QFu_OdXe7w	Rice Paper	3.5	445
CXlE8ARGwdjSaXhS-6cu5w	Nevada Ozone, Inc	5.0	21
